instance_id;order_id;courier_id;store_lat;store_lng;user_lat;user_lng;courier_lat;courier_lng;vehicle_type;store_eta_lb;store_eta_ub;user_eta_lb;user_eta_ub;store_service_time;user_service_time;geohash;;;;;;;;;;;;;;;;;
0a7ac04ce;102032337;191744;3.370118408;-76.52727667;3.3745599;-76.5155311;3.358952914;-76.52251929;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66124395;799965;-8.03842;-34.8959;-8.012938;-34.9297391;-8.058394381;-34.89899129;motorcycle;0;600;0;600;240;420;7nx4mbts
0a7ac04ce;102032337;193057;3.370118408;-76.52727667;3.3745599;-76.5155311;3.343501254;-76.53037816;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;133284;-8.03842;-34.8959;-8.033351;-34.918996;-8.047302442;-34.89950627;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;200470;3.370118408;-76.52727667;3.3745599;-76.5155311;3.347138579;-76.52938038;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;219582;-8.03842;-34.8959;-8.033351;-34.918996;-8.047898101;-34.91749316;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;200760;3.370118408;-76.52727667;3.3745599;-76.5155311;3.374059853;-76.54152542;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;232622;-8.03842;-34.8959;-8.033351;-34.918996;-8.064353511;-34.89542931;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;202833;3.370118408;-76.52727667;3.3745599;-76.5155311;3.383833737;-76.52415007;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;392492;-8.03842;-34.8959;-8.033351;-34.918996;-8.039556334;-34.90992934;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;209379;3.370118408;-76.52727667;3.3745599;-76.5155311;3.370065132;-76.50445193;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;724468;-8.03842;-34.8959;-8.033351;-34.918996;-8.04386029;-34.90499943;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;216607;3.370118408;-76.52727667;3.3745599;-76.5155311;3.384163251;-76.53353781;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;739216;-8.03842;-34.8959;-8.033351;-34.918996;-8.03549571;-34.88981277;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;239517;3.370118408;-76.52727667;3.3745599;-76.5155311;3.37408013;-76.54158443;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126233;799965;-8.03842;-34.8959;-8.033351;-34.918996;-8.058394381;-34.89899129;motorcycle;0;691;0;600;360;360;7nx4mbts
0a7ac04ce;102032337;240387;3.370118408;-76.52727667;3.3745599;-76.5155311;3.370574611;-76.52960032;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;133284;-8.03842;-34.8959;-8.044858;-34.93685;-8.047302442;-34.89950627;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;240597;3.370118408;-76.52727667;3.3745599;-76.5155311;3.366095759;-76.53073758;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;219582;-8.03842;-34.8959;-8.044858;-34.93685;-8.047898101;-34.91749316;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;247692;3.370118408;-76.52727667;3.3745599;-76.5155311;3.352317014;-76.51760548;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;232622;-8.03842;-34.8959;-8.044858;-34.93685;-8.064353511;-34.89542931;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;249392;3.370118408;-76.52727667;3.3745599;-76.5155311;3.378695858;-76.5189144;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;392492;-8.03842;-34.8959;-8.044858;-34.93685;-8.039556334;-34.90992934;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;251485;3.370118408;-76.52727667;3.3745599;-76.5155311;3.3794436;-76.50939256;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;724468;-8.03842;-34.8959;-8.044858;-34.93685;-8.04386029;-34.90499943;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;251574;3.370118408;-76.52727667;3.3745599;-76.5155311;3.356783193;-76.53034598;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;739216;-8.03842;-34.8959;-8.044858;-34.93685;-8.03549571;-34.88981277;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;252082;3.370118408;-76.52727667;3.3745599;-76.5155311;3.393739428;-76.53722852;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66126358;799965;-8.03842;-34.8959;-8.044858;-34.93685;-8.058394381;-34.89899129;motorcycle;0;746;0;600;300;300;7nx4mbts
0a7ac04ce;102032337;252235;3.370118408;-76.52727667;3.3745599;-76.5155311;3.379783253;-76.50900632;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127156;86350;-8.09412;-34.883117;-8.070813;-34.912131;-8.116333038;-34.89660412;motorcycle;0;1107;0;618;240;300;7nx1ynwb
0a7ac04ce;102032337;260263;3.370118408;-76.52727667;3.3745599;-76.5155311;3.385237973;-76.52891368;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127156;680973;-8.09412;-34.883117;-8.070813;-34.912131;-8.116031406;-34.89670068;car;0;1107;0;618;240;300;7nx1ynwb
0a7ac04ce;102032337;260522;3.370118408;-76.52727667;3.3745599;-76.5155311;3.389481096;-76.54537171;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127156;722497;-8.09412;-34.883117;-8.070813;-34.912131;-8.111324429;-34.89163667;motorcycle;0;1107;0;618;240;300;7nx1ynwb
0a7ac04ce;102032337;266882;3.370118408;-76.52727667;3.3745599;-76.5155311;3.387073111;-76.53993219;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127156;722928;-8.09412;-34.883117;-8.070813;-34.912131;-8.11617335;-34.89658803;motorcycle;0;1107;0;618;240;300;7nx1ynwb
0a7ac04ce;102032337;270556;3.370118408;-76.52727667;3.3745599;-76.5155311;3.374364019;-76.54126257;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127169;124434;-8.117291;-34.895107;-8.0947228;-34.9181392;-8.08735864;-34.89048332;motorcycle;0;764;0;624;60;120;7nx1vfq1
0a7ac04ce;102032337;274988;3.370118408;-76.52727667;3.3745599;-76.5155311;3.347290662;-76.52890831;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127169;137100;-8.117291;-34.895107;-8.0947228;-34.9181392;-8.119521717;-34.90320235;motorcycle;0;764;0;624;60;120;7nx1vfq1
0a7ac04ce;102032337;276510;3.370118408;-76.52727667;3.3745599;-76.5155311;3.389562207;-76.52783543;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127169;521196;-8.117291;-34.895107;-8.0947228;-34.9181392;-8.129817754;-34.91172642;motorcycle;0;764;0;624;60;120;7nx1vfq1
0a7ac04ce;102032337;277136;3.370118408;-76.52727667;3.3745599;-76.5155311;3.378308045;-76.53827995;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;86350;-8.09412;-34.883117;-8.1269219;-34.898195;-8.116333038;-34.89660412;motorcycle;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;284260;3.370118408;-76.52727667;3.3745599;-76.5155311;3.367973987;-76.51667207;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;477390;-8.09412;-34.883117;-8.1269219;-34.898195;-8.11639894;-34.89656121;motorcycle;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;284798;3.370118408;-76.52727667;3.3745599;-76.5155311;3.351878508;-76.53330177;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;518820;-8.09412;-34.883117;-8.1269219;-34.898195;-8.11631276;-34.89658266;motorcycle;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;287784;3.370118408;-76.52727667;3.3745599;-76.5155311;3.387706791;-76.51843697;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;680973;-8.09412;-34.883117;-8.1269219;-34.898195;-8.116031406;-34.89670068;car;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;290003;3.370118408;-76.52727667;3.3745599;-76.5155311;3.386158077;-76.53848916;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;722497;-8.09412;-34.883117;-8.1269219;-34.898195;-8.111324429;-34.89163667;motorcycle;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;296936;3.370118408;-76.52727667;3.3745599;-76.5155311;3.383734883;-76.52191311;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66127709;722928;-8.09412;-34.883117;-8.1269219;-34.898195;-8.11617335;-34.89658803;motorcycle;94;1294;0;827;300;60;7nx1ynwb
0a7ac04ce;102032337;300525;3.370118408;-76.52727667;3.3745599;-76.5155311;3.384845091;-76.53159589;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;133284;-8.039125;-34.901231;-8.025126;-34.920532;-8.047302442;-34.89950627;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;304325;3.370118408;-76.52727667;3.3745599;-76.5155311;3.379887176;-76.53203577;bicycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;219582;-8.039125;-34.901231;-8.025126;-34.920532;-8.047898101;-34.91749316;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;307111;3.370118408;-76.52727667;3.3745599;-76.5155311;3.38626707;-76.53862327;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;232622;-8.039125;-34.901231;-8.025126;-34.920532;-8.064353511;-34.89542931;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;311772;3.370118408;-76.52727667;3.3745599;-76.5155311;3.375299331;-76.53776497;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;392492;-8.039125;-34.901231;-8.025126;-34.920532;-8.039556334;-34.90992934;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;314775;3.370118408;-76.52727667;3.3745599;-76.5155311;3.393833212;-76.51572794;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;724468;-8.039125;-34.901231;-8.025126;-34.920532;-8.04386029;-34.90499943;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;315789;3.370118408;-76.52727667;3.3745599;-76.5155311;3.388469742;-76.5178147;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;739216;-8.039125;-34.901231;-8.025126;-34.920532;-8.03549571;-34.88981277;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;342904;3.370118408;-76.52727667;3.3745599;-76.5155311;3.347070142;-76.53038353;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128187;799965;-8.039125;-34.901231;-8.025126;-34.920532;-8.058394381;-34.89899129;motorcycle;0;600;0;976;420;240;7nx4mb98
0a7ac04ce;102032337;369296;3.370118408;-76.52727667;3.3745599;-76.5155311;3.347199412;-76.52867764;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128565;133284;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.047302442;-34.89950627;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032337;371934;3.370118408;-76.52727667;3.3745599;-76.5155311;3.375735303;-76.55132085;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128565;219582;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.047898101;-34.91749316;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032337;383877;3.370118408;-76.52727667;3.3745599;-76.5155311;3.371286868;-76.50577694;motorcycle;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128565;232622;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.064353511;-34.89542931;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032337;390024;3.370118408;-76.52727667;3.3745599;-76.5155311;3.367989195;-76.51665062;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128565;724468;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.04386029;-34.90499943;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032337;390049;3.370118408;-76.52727667;3.3745599;-76.5155311;3.392641893;-76.53279215;car;0;875;0;700;240;120;d29e4td8;3a1e169b8;66128565;739216;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.03549571;-34.88981277;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032898;53404;3.45409;-76.537026;3.443397;-76.517484;3.436550868;-76.53700322;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128565;799965;-8.0350565;-34.8982965;-8.031683;-34.921714;-8.058394381;-34.89899129;motorcycle;0;600;0;1099;120;300;7nx4mc7b
0a7ac04ce;102032898;69948;3.45409;-76.537026;3.443397;-76.517484;3.447313294;-76.51504129;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;133284;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.047302442;-34.89950627;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;82062;3.45409;-76.537026;3.443397;-76.517484;3.476130539;-76.52681082;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;219582;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.047898101;-34.91749316;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;93745;3.45409;-76.537026;3.443397;-76.517484;3.450291591;-76.54434711;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;232622;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.064353511;-34.89542931;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;94491;3.45409;-76.537026;3.443397;-76.517484;3.452314299;-76.54694885;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;392492;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.039556334;-34.90992934;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;113255;3.45409;-76.537026;3.443397;-76.517484;3.461799225;-76.56069785;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;724468;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.04386029;-34.90499943;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;139920;3.45409;-76.537026;3.443397;-76.517484;3.450324543;-76.54281825;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;739216;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.03549571;-34.88981277;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;168607;3.45409;-76.537026;3.443397;-76.517484;3.439290902;-76.53511494;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128745;799965;-8.0350565;-34.8982965;-8.039151;-34.923013;-8.058394381;-34.89899129;motorcycle;0;600;0;1155;120;480;7nx4mc7b
0a7ac04ce;102032898;177796;3.45409;-76.537026;3.443397;-76.517484;3.4492118;-76.54202431;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128817;133284;-8.025016;-34.920617;-8.0195435;-34.9400493;-8.047302442;-34.89950627;motorcycle;0;963;0;1178;480;360;7nx4m75d
0a7ac04ce;102032898;185735;3.45409;-76.537026;3.443397;-76.517484;3.455606902;-76.55231863;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128817;219582;-8.025016;-34.920617;-8.0195435;-34.9400493;-8.047898101;-34.91749316;motorcycle;0;963;0;1178;480;360;7nx4m75d
0a7ac04ce;102032898;193879;3.45409;-76.537026;3.443397;-76.517484;3.433967987;-76.54449195;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128817;392492;-8.025016;-34.920617;-8.0195435;-34.9400493;-8.039556334;-34.90992934;motorcycle;0;963;0;1178;480;360;7nx4m75d
0a7ac04ce;102032898;194798;3.45409;-76.537026;3.443397;-76.517484;3.435514167;-76.53564602;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128817;724468;-8.025016;-34.920617;-8.0195435;-34.9400493;-8.04386029;-34.90499943;motorcycle;0;963;0;1178;480;360;7nx4m75d
0a7ac04ce;102032898;197674;3.45409;-76.537026;3.443397;-76.517484;3.460341761;-76.52965397;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66128817;820048;-8.025016;-34.920617;-8.0195435;-34.9400493;-8.046306296;-34.90840048;motorcycle;0;963;0;1178;480;360;7nx4m75d
0a7ac04ce;102032898;199419;3.45409;-76.537026;3.443397;-76.517484;3.465738182;-76.53017968;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;133284;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.047302442;-34.89950627;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;199790;3.45409;-76.537026;3.443397;-76.517484;3.435691598;-76.54511422;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;219582;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.047898101;-34.91749316;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;199923;3.45409;-76.537026;3.443397;-76.517484;3.438104652;-76.52813584;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;232622;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.064353511;-34.89542931;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;202662;3.45409;-76.537026;3.443397;-76.517484;3.435683993;-76.54510885;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;392492;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.039556334;-34.90992934;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;205040;3.45409;-76.537026;3.443397;-76.517484;3.446365308;-76.53680474;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;724468;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.04386029;-34.90499943;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;205491;3.45409;-76.537026;3.443397;-76.517484;3.465195752;-76.5129438;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129104;799965;-8.0350565;-34.8982965;-8.05724912;-34.91104212;-8.058394381;-34.89899129;motorcycle;0;600;0;1261;540;240;7nx4mc7b
0a7ac04ce;102032898;205530;3.45409;-76.537026;3.443397;-76.517484;3.465122245;-76.53109699;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;133284;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.047302442;-34.89950627;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;207325;3.45409;-76.537026;3.443397;-76.517484;3.469509847;-76.53085023;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;219582;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.047898101;-34.91749316;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;214801;3.45409;-76.537026;3.443397;-76.517484;3.469094153;-76.5181151;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;232622;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.064353511;-34.89542931;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;233025;3.45409;-76.537026;3.443397;-76.517484;3.458207526;-76.52100652;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;392492;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.039556334;-34.90992934;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;234120;3.45409;-76.537026;3.443397;-76.517484;3.458729678;-76.53330714;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;724468;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.04386029;-34.90499943;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;234471;3.45409;-76.537026;3.443397;-76.517484;3.468838146;-76.53104335;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;739216;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.03549571;-34.88981277;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;239375;3.45409;-76.537026;3.443397;-76.517484;3.443975066;-76.53652579;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129190;799965;-8.0350565;-34.8982965;-8.03095;-34.920899;-8.058394381;-34.89899129;motorcycle;0;641;0;1287;60;420;7nx4mc7b
0a7ac04ce;102032898;240435;3.45409;-76.537026;3.443397;-76.517484;3.435389966;-76.54540926;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;133284;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.047302442;-34.89950627;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;244616;3.45409;-76.537026;3.443397;-76.517484;3.457553568;-76.51782542;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;219582;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.047898101;-34.91749316;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;245270;3.45409;-76.537026;3.443397;-76.517484;3.463140093;-76.51356608;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;232622;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.064353511;-34.89542931;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;246992;3.45409;-76.537026;3.443397;-76.517484;3.465129849;-76.51566356;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;392492;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.039556334;-34.90992934;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;251630;3.45409;-76.537026;3.443397;-76.517484;3.441285727;-76.51702076;car;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;724468;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.04386029;-34.90499943;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;253492;3.45409;-76.537026;3.443397;-76.517484;3.469104292;-76.51841551;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;739216;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.03549571;-34.88981277;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;259684;3.45409;-76.537026;3.443397;-76.517484;3.441617776;-76.53469115;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;799965;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.058394381;-34.89899129;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;286885;3.45409;-76.537026;3.443397;-76.517484;3.453508153;-76.53612345;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66129733;820048;-8.035683;-34.89804;-8.0377123;-34.9298383;-8.046306296;-34.90840048;motorcycle;91;1291;0;1458;60;360;7nx4mchh
0a7ac04ce;102032898;287400;3.45409;-76.537026;3.443397;-76.517484;3.450202876;-76.54265732;motorcycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66130413;324590;-8.0029558;-34.841354;-7.9895569;-34.8445452;-7.994466179;-34.84128624;bicycle;123;1323;0;1682;180;240;7nx4rpj7
0a7ac04ce;102032898;290151;3.45409;-76.537026;3.443397;-76.517484;3.454098743;-76.54669136;bicycle;0;600;0;864;540;420;d29edkg3;3a1e169b8;66130413;360705;-8.0029558;-34.841354;-7.9895569;-34.8445452;-7.991472673;-34.83879179;bicycle;123;1323;0;1682;180;240;7nx4rpj7
